finding_text,issue,category,severity,recurring
"During the current visit, the surface facilities showed the inspected response facilities showed gaps in readiness. The observed condition created a significant operational and safety concern. The observation was supported by available inspection records. Review included 2 relevant components or records. A comparable observation from the previous inspection remained unresolved.",Emergency Preparedness,Emergency Safety,High,Yes
"During the current visit, the development heading showed installed roof supports were intact and showed no material loss of integrity. The condition was minor and required routine attention.",Roof Support,Ground Control,Low,No
Inspection records for the Level -2 indicate air circulation had deteriorated beyond the acceptable limit. The deficiency was limited and no immediate safety concern was identified. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 1. A comparable observation from the previous inspection remained unresolved.,Ventilation,Safety,Low,Yes
A review of conditions at the main access route revealed road conditions could adversely affect safe movement of mine vehicles. The condition presented a significant safety concern requiring priority attention. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 7. Earlier inspection records indicated that this issue had occurred before.,Haul Road,Mine Safety,High,Yes
working area inspection identified some personnel were observed without complete prescribed PPE. The observed condition created a significant operational and safety concern. Field measurements and records were reviewed during the visit. The observation concerned inspection point 8. No similar condition was identified in the preceding inspection.,Personal Protective Equipment,Safety,High,No
It was observed that several sections of the vehicle route were uneven and required repair at the main access route. The deficiency was serious enough to affect safe mine operations and required prompt intervention. Field measurements and records were reviewed during the visit. The observation concerned inspection point 6. This was recorded as a new observation.,Haul Road,Mine Safety,High,No
Field examination of the loading point showed that availability and use of protective gear required improvement. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. The observation was supported by available inspection records. Review included 6 relevant components or records. No similar condition was identified in the preceding inspection.,Personal Protective Equipment,Safety,Critical,No
The inspection team noted multiple support bolts displayed signs of weakening in the active panel; Continued operation without correction could expose personnel to a substantial hazard. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. The condition had not been documented during the previous inspection.,Roof Support,Ground Control,High,No
A review of conditions at the working section revealed water spray equipment was inactive during the inspection. Urgent remedial action was required before normal operations could safely continue. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 8. The condition had not been documented during the previous inspection.,Dust Suppression,Environment,Critical,No
Inspection records for the underground section indicate the required safety gear was not being used uniformly. The observation represented a critical safety concern with potential for severe consequences. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 4. The condition had also been reported during the last inspection cycle.,Personal Protective Equipment,Safety,Critical,Yes
Continued operation without correction could expose personnel to a substantial hazard; this inspection therefore recorded measured airflow remained below the applicable requirement at the underground section. Operational checks were carried out at the time of inspection. The condition was verified during shift B. This was recorded as a new observation.,Ventilation,Safety,High,No
Inspection records for the working panel indicate scheduled servicing of one or more machines had been delayed. The deficiency was limited and no immediate safety concern was identified. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 1. A comparable observation from the previous inspection remained unresolved.,Equipment Maintenance,Equipment Safety,Low,Yes
"It was observed that maintenance records were current and scheduled servicing had been completed at the working panel. No immediate operational hazard was evident, although the observation required follow-up.",Equipment Maintenance,Equipment Safety,Low,No
surface section inspection identified road conditions could adversely affect safe movement of mine vehicles. The condition presented a significant safety concern requiring priority attention. Operational checks were carried out at the time of inspection. The condition was verified during shift A. Records showed that the same deficiency had been raised earlier.,Haul Road,Mine Safety,High,Yes
"At the coal face, multiple support bolts displayed signs of weakening was recorded during field verification. The observation required corrective attention within the normal maintenance cycle. Operational checks were carried out at the time of inspection. The condition was verified during shift B. This was recorded as a new observation.",Roof Support,Ground Control,Medium,No
"It was observed that structural support components required immediate assessment at the active panel. If left unattended, the deficiency could affect safe and reliable operation. Operational checks were carried out at the time of inspection. The condition was verified during shift A. A similar condition had been documented during the preceding inspection.",Roof Support,Ground Control,Medium,Yes
A review of conditions at the loading point revealed protective equipment compliance was inconsistent in the inspected area. The condition was minor and required routine attention. The observation was supported by available inspection records. Review included 6 relevant components or records. This was recorded as a new observation.,Personal Protective Equipment,Safety,Low,No
It was observed that the sump and drainage arrangement required cleaning and maintenance at the surface approach. The observed condition created a significant operational and safety concern. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. The condition had also been reported during the last inspection cycle.,Water Drainage,Environment,High,Yes
Field examination of the working section showed that the suppression system was providing inadequate dust reduction. The condition was minor and required routine attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Earlier inspection records indicated that this issue had occurred before.,Dust Suppression,Environment,Low,Yes
Inspection records for the working area indicate several workers were not consistently using the required protective equipment. The condition was minor and required routine attention. Field measurements and records were reviewed during the visit. The observation concerned inspection point 3. No similar condition was identified in the preceding inspection.,Personal Protective Equipment,Safety,Low,No
The inspection team noted the installed roof support system showed measurable loss of condition in the development heading; The deficiency was limited and no immediate safety concern was identified. Operational checks were carried out at the time of inspection. The condition was verified during shift C. No comparable deficiency was found in the earlier inspection record.,Roof Support,Ground Control,Low,No
The condition represented a moderate operational concern and required timely attention; this inspection therefore recorded the emergency response arrangement required improvement at the surface facilities. The observation was supported by available inspection records. Review included 8 relevant components or records. The condition had not been documented during the previous inspection.,Emergency Preparedness,Emergency Safety,Medium,No
"At the emergency assembly point, emergency response documentation was not fully current was recorded during field verification. Urgent remedial action was required before normal operations could safely continue. The observation was supported by available inspection records. Review included 8 relevant components or records. Records showed that the same deficiency had been raised earlier.",Emergency Preparedness,Emergency Safety,Critical,Yes
"During the current visit, the underground section showed the remote face was receiving insufficient fresh air. Continued operation without correction could expose personnel to a substantial hazard. Operational checks were carried out at the time of inspection. The condition was verified during shift C. Available records did not indicate an earlier occurrence.",Ventilation,Safety,High,No
It was observed that some personnel were observed without complete prescribed PPE at the maintenance zone. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. No comparable deficiency was found in the earlier inspection record.,Personal Protective Equipment,Safety,Critical,No
Level -2 inspection identified measured airflow remained below the applicable requirement. The condition was assessed as critical because of the immediate potential for a major incident. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Available records did not indicate an earlier occurrence.,Ventilation,Safety,Critical,No
It was observed that the installed roof support system showed measurable loss of condition at the development heading. Continued operation without correction could expose personnel to a substantial hazard. The observation was supported by available inspection records. Review included 2 relevant components or records. A comparable observation from the previous inspection remained unresolved.,Roof Support,Ground Control,High,Yes
It was observed that moisture and degraded insulation were found around electrical components at the primary substation. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. Operational checks were carried out at the time of inspection. The condition was verified during shift C. No comparable deficiency was found in the earlier inspection record.,Electrical Safety,Electrical,Critical,No
"Inspection records for the working panel indicate maintenance records were current and scheduled servicing had been completed. The arrangement remained largely satisfactory, with only limited improvement required.",Equipment Maintenance,Equipment Safety,Low,No
"During the current visit, the rescue station showed some emergency preparedness records and arrangements were incomplete. If left unattended, the deficiency could affect safe and reliable operation. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Earlier inspection records indicated that this issue had occurred before.",Emergency Preparedness,Emergency Safety,Medium,Yes
Field examination of the loading point showed that the required safety gear was not being used uniformly. The condition was not immediately critical but could worsen during continued operation. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 2. No comparable deficiency was found in the earlier inspection record.,Personal Protective Equipment,Safety,Medium,No
Operational verification confirmed some fire safety equipment required inspection and servicing in the electrical area. The condition presented a significant safety concern requiring priority attention. The observation was supported by available inspection records. Review included 2 relevant components or records. A comparable observation from the previous inspection remained unresolved.,Fire Safety,Safety,High,Yes
Field examination of the surface approach showed that the sump and drainage arrangement required cleaning and maintenance. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Records showed that the same deficiency had been raised earlier.,Water Drainage,Environment,Critical,Yes
"underground section inspection identified maintenance records were current and scheduled servicing had been completed. The arrangement remained largely satisfactory, with only limited improvement required.",Equipment Maintenance,Equipment Safety,Low,No
Inspection records for the workshop indicate inspection identified gaps in the readiness of fire protection equipment. The observation required corrective attention within the normal maintenance cycle. The observation was supported by available inspection records. Review included 8 relevant components or records. No similar condition was identified in the preceding inspection.,Fire Safety,Safety,Medium,No
Operational verification confirmed the mine roadway showed poor surface condition and inadequate control measures in the loading area. The condition was minor and required routine attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. This was recorded as a new observation.,Haul Road,Mine Safety,Low,No
The inspection team noted the ventilation arrangement was not providing adequate airflow in the remote face; The deficiency was limited and no immediate safety concern was identified. Field measurements and records were reviewed during the visit. The observation concerned inspection point 7. Earlier inspection records indicated that this issue had occurred before.,Ventilation,Safety,Low,Yes
The inspection team noted air velocity was below the required operating level in the Level -2; The observation required corrective attention within the normal maintenance cycle. The observation was supported by available inspection records. Review included 2 relevant components or records. No similar condition was identified in the preceding inspection.,Ventilation,Safety,Medium,No
"During the current visit, the active panel showed roof support elements exhibited deterioration requiring closer attention. The deficiency was limited and no immediate safety concern was identified. Field measurements and records were reviewed during the visit. The observation concerned inspection point 7. Earlier inspection records indicated that this issue had occurred before.",Roof Support,Ground Control,Low,Yes
"At the workshop, the fire protection arrangement did not fully meet the expected readiness level was recorded during field verification. The observation required corrective attention within the normal maintenance cycle. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 2. Available records did not indicate an earlier occurrence.",Fire Safety,Safety,Medium,No
It was observed that air circulation had deteriorated beyond the acceptable limit at the working panel. The deficiency was serious enough to affect safe mine operations and required prompt intervention. Field measurements and records were reviewed during the visit. The observation concerned inspection point 1. A similar condition had been documented during the preceding inspection.,Ventilation,Safety,High,Yes
Operational verification confirmed the sump and drainage arrangement required cleaning and maintenance in the low-lying section. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. Earlier inspection records indicated that this issue had occurred before.,Water Drainage,Environment,Critical,Yes
"Operational verification confirmed the roadway surface was properly graded and traffic controls were functioning in the main access route. The arrangement remained largely satisfactory, with only limited improvement required.",Haul Road,Mine Safety,Low,No
Inspection records for the main access route indicate road conditions could adversely affect safe movement of mine vehicles. The condition was minor and required routine attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. No similar condition was identified in the preceding inspection.,Haul Road,Mine Safety,Low,No
"During the current visit, the rescue station showed accessibility and readiness of emergency provisions required attention. If left unattended, the deficiency could affect safe and reliable operation. Field measurements and records were reviewed during the visit. The observation concerned inspection point 1. A comparable observation from the previous inspection remained unresolved.",Emergency Preparedness,Emergency Safety,Medium,Yes
A review of conditions at the workshop revealed firefighting provisions were incomplete or not readily available. Continued operation without correction could expose personnel to a substantial hazard. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. The condition had also been reported during the last inspection cycle.,Fire Safety,Safety,High,Yes
It was observed that moisture and degraded insulation were found around electrical components at the service section. Urgent remedial action was required before normal operations could safely continue. Field measurements and records were reviewed during the visit. The observation concerned inspection point 9. No similar condition was identified in the preceding inspection.,Electrical Safety,Electrical,Critical,No
It was observed that some fire safety equipment required inspection and servicing at the diesel bay. The condition represented a moderate operational concern and required timely attention. The observation was supported by available inspection records. Review included 3 relevant components or records. The condition had also been reported during the last inspection cycle.,Fire Safety,Safety,Medium,Yes
"At the underground escape route, the inspected response facilities showed gaps in readiness was recorded during field verification. The condition represented a moderate operational concern and required timely attention. The observation was supported by available inspection records. Review included 3 relevant components or records. The condition had also been reported during the last inspection cycle.",Emergency Preparedness,Emergency Safety,Medium,Yes
"During the current visit, the emergency assembly point showed some emergency preparedness records and arrangements were incomplete. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. No similar condition was identified in the preceding inspection.",Emergency Preparedness,Emergency Safety,Critical,No
A review of conditions at the surface section revealed the mine roadway showed poor surface condition and inadequate control measures. The condition represented a moderate operational concern and required timely attention. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 6. Available records did not indicate an earlier occurrence.,Haul Road,Mine Safety,Medium,No
A review of conditions at the Level -2 revealed the ventilation arrangement was not providing adequate airflow. The observation represented a critical safety concern with potential for severe consequences. Operational checks were carried out at the time of inspection. The condition was verified during shift A. A comparable observation from the previous inspection remained unresolved.,Ventilation,Safety,Critical,Yes
It was observed that standing water was observed in the affected section at the surface approach. The observation required corrective attention within the normal maintenance cycle. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Earlier inspection records indicated that this issue had occurred before.,Water Drainage,Environment,Medium,Yes
A review of conditions at the service section revealed degraded electrical protection was observed in the inspected installation. The observation required corrective attention within the normal maintenance cycle. Field measurements and records were reviewed during the visit. The observation concerned inspection point 5. Available records did not indicate an earlier occurrence.,Electrical Safety,Electrical,Medium,No
Operational verification confirmed the roadway surface had potholes and uneven grading in the main access route. The observation required corrective attention within the normal maintenance cycle. Field measurements and records were reviewed during the visit. The observation concerned inspection point 5. The condition had not been documented during the previous inspection.,Haul Road,Mine Safety,Medium,No
Operational verification confirmed maintenance intervals had not been consistently observed in the equipment bay. The condition represented a moderate operational concern and required timely attention. The observation was supported by available inspection records. Review included 4 relevant components or records. The condition had not been documented during the previous inspection.,Equipment Maintenance,Equipment Safety,Medium,No
underground working inspection identified multiple support bolts displayed signs of weakening. Urgent remedial action was required before normal operations could safely continue. Operational checks were carried out at the time of inspection. The condition was verified during shift B. No comparable deficiency was found in the earlier inspection record.,Roof Support,Ground Control,Critical,No
development heading inspection identified the installed roof support system showed measurable loss of condition. The condition was not immediately critical but could worsen during continued operation. The observation was supported by available inspection records. Review included 5 relevant components or records. No comparable deficiency was found in the earlier inspection record.,Roof Support,Ground Control,Medium,No
Inspection records for the diesel bay indicate firefighting provisions were incomplete or not readily available. The condition presented a significant safety concern requiring priority attention. Operational checks were carried out at the time of inspection. The condition was verified during shift A. A comparable observation from the previous inspection remained unresolved.,Fire Safety,Safety,High,Yes
Inspection records for the underground escape route indicate the inspected response facilities showed gaps in readiness. The condition represented a moderate operational concern and required timely attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. The condition had not been documented during the previous inspection.,Emergency Preparedness,Emergency Safety,Medium,No
Operational verification confirmed the roadway surface had potholes and uneven grading in the main access route. Urgent remedial action was required before normal operations could safely continue. Operational checks were carried out at the time of inspection. The condition was verified during shift B. Available records did not indicate an earlier occurrence.,Haul Road,Mine Safety,Critical,No
"During the current visit, the underground section showed maintenance documentation for operational machinery was incomplete. The deficiency was serious enough to affect safe mine operations and required prompt intervention. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 3. The condition had not been documented during the previous inspection.",Equipment Maintenance,Equipment Safety,High,No
"At the primary substation, degraded electrical protection was observed in the inspected installation was recorded during field verification. The condition presented a significant safety concern requiring priority attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. Available records did not indicate an earlier occurrence.",Electrical Safety,Electrical,High,No
The inspection team noted several rock bolts showed corrosion and reduced integrity in the underground working; The condition was minor and required routine attention. The observation was supported by available inspection records. Review included 5 relevant components or records. Available records did not indicate an earlier occurrence.,Roof Support,Ground Control,Low,No
The inspection team noted dust mitigation measures were not consistently available in the haul road; The condition presented a significant safety concern requiring priority attention. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 7. The condition had also been reported during the last inspection cycle.,Dust Suppression,Environment,High,Yes
It was observed that maintenance documentation for operational machinery was incomplete at the mechanical workshop. The condition represented a moderate operational concern and required timely attention. The observation was supported by available inspection records. Review included 8 relevant components or records. Available records did not indicate an earlier occurrence.,Equipment Maintenance,Equipment Safety,Medium,No
Inspection records for the loading area indicate the mine roadway showed poor surface condition and inadequate control measures. The observation represented a critical safety concern with potential for severe consequences. Field measurements and records were reviewed during the visit. The observation concerned inspection point 6. No similar condition was identified in the preceding inspection.,Haul Road,Mine Safety,Critical,No
"At the loading area, several sections of the vehicle route were uneven and required repair was recorded during field verification. The condition was not immediately critical but could worsen during continued operation. Field measurements and records were reviewed during the visit. The observation concerned inspection point 3. The condition had not been documented during the previous inspection.",Haul Road,Mine Safety,Medium,No
Field examination of the diesel bay showed that firefighting provisions were incomplete or not readily available. Continued operation without correction could expose personnel to a substantial hazard. Operational checks were carried out at the time of inspection. The condition was verified during shift C. No comparable deficiency was found in the earlier inspection record.,Fire Safety,Safety,High,No
"During the current visit, the underground section showed personnel in the inspected area were using the required protective equipment. The condition was minor and required routine attention.",Personal Protective Equipment,Safety,Low,No
The condition presented a significant safety concern requiring priority attention; this inspection therefore recorded brake and service records for the equipment were not fully available at the mechanical workshop. Field measurements and records were reviewed during the visit. The observation concerned inspection point 6. The condition had not been documented during the previous inspection.,Equipment Maintenance,Equipment Safety,High,No
The condition presented a significant safety concern requiring priority attention; this inspection therefore recorded traffic conditions were affected by deterioration of the transport route at the main access route. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 11. Available records did not indicate an earlier occurrence.,Haul Road,Mine Safety,High,No
surface facilities inspection identified the inspected response facilities showed gaps in readiness. The condition represented a moderate operational concern and required timely attention. The observation was supported by available inspection records. Review included 5 relevant components or records. No comparable deficiency was found in the earlier inspection record.,Emergency Preparedness,Emergency Safety,Medium,No
It was observed that the installed roof support system showed measurable loss of condition at the coal face. The condition presented a significant safety concern requiring priority attention. Operational checks were carried out at the time of inspection. The condition was verified during shift A. A comparable observation from the previous inspection remained unresolved.,Roof Support,Ground Control,High,Yes
A review of conditions at the emergency assembly point revealed the emergency response arrangement required improvement. The condition was minor and required routine attention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. This was recorded as a new observation.,Emergency Preparedness,Emergency Safety,Low,No
"No immediate operational hazard was evident, although the observation required follow-up; this inspection therefore recorded the dust suppression arrangement was functioning effectively during operations at the loading area.",Dust Suppression,Environment,Low,No
Inspection records for the maintenance zone indicate availability and use of protective gear required improvement. Urgent remedial action was required before normal operations could safely continue. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. A comparable observation from the previous inspection remained unresolved.,Personal Protective Equipment,Safety,Critical,Yes
"During the current visit, the loading point showed availability and use of protective gear required improvement. The deficiency was serious enough to affect safe mine operations and required prompt intervention. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. This was recorded as a new observation.",Personal Protective Equipment,Safety,High,No
"At the surface approach, standing water was observed in the affected section was recorded during field verification. The observation required corrective attention within the normal maintenance cycle. Field measurements and records were reviewed during the visit. The observation concerned inspection point 8. No similar condition was identified in the preceding inspection.",Water Drainage,Environment,Medium,No
diesel bay inspection identified inspection identified gaps in the readiness of fire protection equipment. Urgent remedial action was required before normal operations could safely continue. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 12. This was recorded as a new observation.,Fire Safety,Safety,Critical,No
Field examination of the active panel showed that structural support components required immediate assessment. The observed condition created a significant operational and safety concern. Operational checks were carried out at the time of inspection. The condition was verified during shift C. This was recorded as a new observation.,Roof Support,Ground Control,High,No
"During the current visit, the conveyor section showed some fire safety equipment required inspection and servicing. The condition was minor and required routine attention. The observation was supported by available inspection records. Review included 4 relevant components or records. A similar condition had been documented during the preceding inspection.",Fire Safety,Safety,Low,Yes
The inspection team noted ventilation measurements remained within the required operating range in the working panel; The condition was minor and required routine attention.,Ventilation,Safety,Low,No
"During the current visit, the diesel bay showed firefighting provisions were incomplete or not readily available. The arrangement remained largely satisfactory, with only limited improvement required. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. This was recorded as a new observation.",Fire Safety,Safety,Low,No
Immediate intervention was necessary because the condition presented a serious threat to personnel and operations; this inspection therefore recorded the mine roadway showed poor surface condition and inadequate control measures at the transport corridor. The observation was supported by available inspection records. Review included 8 relevant components or records. Earlier inspection records indicated that this issue had occurred before.,Haul Road,Mine Safety,Critical,Yes
It was observed that personnel in the inspected area were using the required protective equipment at the maintenance zone. The condition was minor and required routine attention.,Personal Protective Equipment,Safety,Low,No
"A review of conditions at the underground distribution area revealed electrical enclosures were dry and insulation readings were within acceptable limits. No immediate operational hazard was evident, although the observation required follow-up.",Electrical Safety,Electrical,Low,No
Operational verification confirmed road conditions could adversely affect safe movement of mine vehicles in the main access route. The condition was assessed as critical because of the immediate potential for a major incident. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 12. The condition had not been documented during the previous inspection.,Haul Road,Mine Safety,Critical,No
Level -2 inspection identified the ventilation arrangement was not providing adequate airflow. Continued operation without correction could expose personnel to a substantial hazard. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. The condition had also been reported during the last inspection cycle.,Ventilation,Safety,High,Yes
Operational verification confirmed air circulation had deteriorated beyond the acceptable limit in the underground section. Urgent remedial action was required before normal operations could safely continue. The observation was supported by available inspection records. Review included 5 relevant components or records. The condition had also been reported during the last inspection cycle.,Ventilation,Safety,Critical,Yes
"During the current visit, the transfer point showed the dust control arrangement was not operating effectively. Continued operation without correction could expose personnel to a substantial hazard. The observation was supported by available inspection records. Review included 8 relevant components or records. No comparable deficiency was found in the earlier inspection record.",Dust Suppression,Environment,High,No
A review of conditions at the surface section revealed road conditions could adversely affect safe movement of mine vehicles. The observed condition created a significant operational and safety concern. Operational checks were carried out at the time of inspection. The condition was verified during shift B. This was recorded as a new observation.,Haul Road,Mine Safety,High,No
A review of conditions at the rescue station revealed some emergency preparedness records and arrangements were incomplete. The condition was assessed as critical because of the immediate potential for a major incident. Operational checks were carried out at the time of inspection. The condition was verified during shift C. No comparable deficiency was found in the earlier inspection record.,Emergency Preparedness,Emergency Safety,Critical,No
The inspection team noted the required safety gear was not being used uniformly in the maintenance zone; The observed condition created a significant operational and safety concern. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 11. The condition had not been documented during the previous inspection.,Personal Protective Equipment,Safety,High,No
"At the underground roadway, standing water was observed in the affected section was recorded during field verification. The arrangement remained largely satisfactory, with only limited improvement required. Field measurements and records were reviewed during the visit. The observation concerned inspection point 3. This was recorded as a new observation.",Water Drainage,Environment,Low,No
Inspection records for the rescue station indicate accessibility and readiness of emergency provisions required attention. The condition was not immediately critical but could worsen during continued operation. Field measurements and records were reviewed during the visit. The observation concerned inspection point 8. No similar condition was identified in the preceding inspection.,Emergency Preparedness,Emergency Safety,Medium,No
"During the current visit, the transport corridor showed the roadway surface was properly graded and traffic controls were functioning. The condition was minor and required routine attention.",Haul Road,Mine Safety,Low,No
The inspection team noted the inspected response facilities showed gaps in readiness in the underground escape route; The condition presented a significant safety concern requiring priority attention. The observation was supported by available inspection records. Review included 7 relevant components or records. Available records did not indicate an earlier occurrence.,Emergency Preparedness,Emergency Safety,High,No
It was observed that maintenance intervals had not been consistently observed at the equipment bay. Immediate intervention was necessary because the condition presented a serious threat to personnel and operations. The observation was supported by available inspection records. Review included 6 relevant components or records. No comparable deficiency was found in the earlier inspection record.,Equipment Maintenance,Equipment Safety,Critical,No
A review of conditions at the surface section revealed traffic conditions were affected by deterioration of the transport route. The condition represented a moderate operational concern and required timely attention. Operational checks were carried out at the time of inspection. The condition was verified during shift B. The condition had not been documented during the previous inspection.,Haul Road,Mine Safety,Medium,No
The inspection team noted the sump and drainage arrangement required cleaning and maintenance in the underground roadway; The deficiency was limited and no immediate safety concern was identified. Field measurements and records were reviewed during the visit. The observation concerned inspection point 5. The condition had not been documented during the previous inspection.,Water Drainage,Environment,Low,No
"A review of conditions at the rescue station revealed assembly points, first-aid provisions, and rescue readiness were found satisfactory. No immediate operational hazard was evident, although the observation required follow-up.",Emergency Preparedness,Emergency Safety,Low,No
Operational verification confirmed drainage channels were clear and no significant water accumulation was observed in the underground roadway. The condition was minor and required routine attention.,Water Drainage,Environment,Low,No
"Field examination of the coal face showed that installed roof supports were intact and showed no material loss of integrity. No immediate operational hazard was evident, although the observation required follow-up.",Roof Support,Ground Control,Low,No
"development heading inspection identified multiple support bolts displayed signs of weakening. If left unattended, the deficiency could affect safe and reliable operation. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 10. A similar condition had been documented during the preceding inspection.",Roof Support,Ground Control,Medium,Yes
"During the current visit, the loading area showed dust mitigation measures were not consistently available. The deficiency was serious enough to affect safe mine operations and required prompt intervention. Operational checks were carried out at the time of inspection. The condition was verified during shift A. The condition had also been reported during the last inspection cycle.",Dust Suppression,Environment,High,Yes
Field examination of the electrical area showed that some fire safety equipment required inspection and servicing. The condition was assessed as critical because of the immediate potential for a major incident. The observation was supported by available inspection records. Review included 7 relevant components or records. No similar condition was identified in the preceding inspection.,Fire Safety,Safety,Critical,No
Operational verification confirmed maintenance intervals had not been consistently observed in the underground section. The deficiency was serious enough to affect safe mine operations and required prompt intervention. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. A comparable observation from the previous inspection remained unresolved.,Equipment Maintenance,Equipment Safety,High,Yes
"The arrangement remained largely satisfactory, with only limited improvement required; this inspection therefore recorded traffic conditions were affected by deterioration of the transport route at the transport corridor. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. No similar condition was identified in the preceding inspection.",Haul Road,Mine Safety,Low,No
"remote face inspection identified the remote face was receiving insufficient fresh air. The arrangement remained largely satisfactory, with only limited improvement required. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. No similar condition was identified in the preceding inspection.",Ventilation,Safety,Low,No
A review of conditions at the active panel revealed roof support elements exhibited deterioration requiring closer attention. The condition was assessed as critical because of the immediate potential for a major incident. Field measurements and records were reviewed during the visit. The observation concerned inspection point 4. Earlier inspection records indicated that this issue had occurred before.,Roof Support,Ground Control,Critical,Yes
Field examination of the transfer point showed that the suppression system was providing inadequate dust reduction. The condition was not immediately critical but could worsen during continued operation. The condition was confirmed by direct examination. The affected area covered approximately 40 metres. The condition had not been documented during the previous inspection.,Dust Suppression,Environment,Medium,No
Urgent remedial action was required before normal operations could safely continue; this inspection therefore recorded structural support components required immediate assessment at the underground working. The observation was supported by available inspection records. Review included 7 relevant components or records. The condition had not been documented during the previous inspection.,Roof Support,Ground Control,Critical,No
The inspection team noted the inspected response facilities showed gaps in readiness in the emergency assembly point; Continued operation without correction could expose personnel to a substantial hazard. The affected arrangement was examined under normal working conditions. The affected section was located near access marker 11. No similar condition was identified in the preceding inspection.,Emergency Preparedness,Emergency Safety,High,No
